0	0.000000	0.000000	0.000000
7005	10.727786	-11.000000	36.200001
7015	10.839446	-12.300000	35.099998
7020	11.944743	-2.500000	27.100000
7027	11.001846	-8.700000	35.900002
7037	10.571043	-10.600000	35.599998
7072	10.922565	-11.900000	36.599998
7110	11.378407	-6.500000	32.299999
7117	11.900362	-4.300000	35.200001
7130	11.825023	-8.200000	35.900002
7139	10.837631	-13.300000	35.000000
7149	11.708494	-12.400000	36.900002
7168	11.048044	-14.500000	38.099998
7181	10.176151	-14.900000	37.599998
7190	11.137323	-17.299999	38.000000
7207	12.888530	-4.000000	30.400000
7222	12.324435	-7.600000	36.500000
7240	11.881947	-9.600000	36.700001
7255	11.792876	-10.800000	38.200001
7280	11.023059	-13.000000	36.900002
7299	10.734159	-19.400000	37.500000
7314	13.402481	-5.300000	33.099998
7335	11.922765	-12.100000	36.400002
7434	11.304012	-12.500000	35.299999
7460	11.859701	-16.600000	38.900002
7471	8.796262	-20.100000	36.500000
7481	12.440318	-10.900000	37.500000
7510	13.644912	-7.600000	38.500000
7535	12.453938	-13.800000	39.799999
7558	10.628929	-13.400000	34.799999
7577	14.009121	-7.300000	38.299999
7591	10.451134	-16.600000	36.000000
7607	13.284912	-11.000000	39.500000
7621	12.297271	-10.500000	37.500000
7627	11.989045	-13.000000	37.000000
7630	13.876900	-11.100000	39.400002
7643	15.300527	-7.100000	37.599998
7650	15.525020	-8.800000	38.200001
7661	15.605997	-2.300000	34.200001
7690	16.113630	-1.200000	35.400002
7747	15.830819	-5.800000	37.599998
7761	15.746772	-3.700000	38.099998
7790	15.965068	-1.200000	35.200001
61968	26.892120	17.200001	60.000000
61970	27.170696	19.600000	33.200001
61972	25.529963	16.000000	35.299999
61976	26.752993	5.900000	67.699997
61980	24.566544	15.000000	33.599998
61996	14.576218	4.400000	25.000000
61997	5.385436	-3.800000	21.000000
61998	5.229904	-6.800000	21.200001
67005	27.070700	18.400000	33.299999
71805	5.924687	-13.500000	28.000000
78890	27.460407	22.000000	32.400002
78894	27.301498	21.200001	33.400002
78897	26.303123	16.100000	32.799999
78922	27.414890	5.400000	67.699997
78925	26.900986	17.400000	35.099998
81401	26.142611	19.100000	37.500000
81405	26.465185	19.400000	33.700001
81408	26.144201	19.700001	36.799999
81415	26.382580	20.200001	51.599998
89642	-10.974010	-34.400002	7.300000
